"","bathrooms","bedrooms","building_id","created","description","display_address","latitude","listing_id","longitude","manager_id","price","street_address","interest_level"
"41",2,2,"979f2e422a4ce8be449ce365d6dfe044","2016-06-04 02:39:57","This spacious 2 bedroom apartment features northern & eastern exposures with expansive city views, hardwood floors throughout, 2 marble bathrooms, a windowed kitchen, and an abundance of closet space! Also, enjoy high end finishes with exclusive access. Convenient location near parks, museums, movies, shopping, dining! Steps to 4, 5 & 6 Trains ? perfect for commuters! Pets allowed for an additional fee.<br /><br />--> SHOWING BY APPOINTMENT ONLY.   FOR ALL YOUR MANHATTAN REAL ESTATE NEEDS CONTACT:    VAS  cell:  (226-317-8312  fax:  (226-317-8312   e-mail:  kagglemanager@renthop.com SEE ALL MY LISTINGS-------    www.hgrny.com/vas -Disclosure -**Deals/Management offers are subject to change without notice!<br /><br /><br /><br /><p><a  website_redacted ","E 87th St.",40.7793,7107727,-73.9532,"c9c33695ee2a2f818e9f1d8f7d1c4b39",5000,"200 E 87th St.","low"
"42",1,2,"daa8602f26a65e59d7bf579b06342860","2016-06-13 02:30:06","Check out this NO FEE Two bedroom apartment with great views Available Immediately! ** NOW OFFERING 1 MONTH FREE RENT FOR LIMITED TIME**. Easy Flex 2 with extra large living room give you great value for your rent and suitable for different types of living.Stunning views from the 32nd floors will make you want to move here right away. Building Designed by award-winning. Architects, The building provides residents with every modern convenience, offers clean, contemporary designs, spectacular city views from efficient floor-to-ceiling windows, stainless steel appliances, sharp wood strip floors and spacious living areas. Get here a private balcony with stunning views of the city. Residents also enjoy 24-hour concierge service, a peaceful roof deck lined with seating and cabanas, as well as a private fitness center with state-of-the-art equipment. It is located on the West Side of Manhattan in what is also known as the upcoming Hudson Yards. Convenient shops, a local grocery store, a parking garage and easy access to public transportation Are on site.This non smoking luxury building also features a Landscaped Roof Deck, 24/7 Doorman supervision & ATM in Building.  TO DISCLOSE MORE DETAILS PLEASE EMAIL TO kagglemanager@renthop.com OR BETTER - CALL NOW 501-606-3449 TO SCHEDULE A PRIVATE SHOWING. GOOD LUCK ON YOUR HUNT! ADAM* Sample Pics Reflects the actual building Amenities<br /><br /><br /><br /><br /><br /><p><a  website_redacted ","W 37 St.",40.7565,7154294,-73.9973,"e6472c7237327dd3903b3d6f6a94515a",3490,"455 W 37 St.","low"
"43",2,4,"f68bf347f99df026f4faad43cc604048","2016-06-28 06:17:19","This luxurious convertible 4 bedroom and 2 bathrooms with marble from top to bottom, apartment looking onto the east river offering an amazing view, features a 24 hr concierge with gorgeous lobby, elevator a gym, apartments are condominium styles such as greenhouse windows with large! amounts of sunlight, eat-in kitchens W/classic french style cabinetry and state of the art stainless steel appliances, a fire place creating a warm and cozy, atmosphere, great features such as a GYM SAUNA, MASSAGE FACILITY, with a beautiful, botanic park for outdoor space and an adjacent lying park with 24 hr a security personnel. PET FRIENDLY. LOW BROKERS FEE!<br /><br />Situated in prime Murray hill location<br /><br /><br /><br />FOR A PRIVATE VIEWING CALL OR TEXT MARLON ON 114-430-4542 OR EMAIL kagglemanager@renthop.com<p><a  website_redacted ","East 34th Street",40.7436,7227081,-73.9727,"0e9224b92761e500a713e22bcd9870cb",7000,"401 East 34th Street","low"
"44",1,1,"058fa42b13d4a5e9da7d5e736a64cb59","2016-04-23 02:16:47","Welcome home to The Aldyn, where the best of Manhattan meets luxury apartment living on the Upper West Side! Our upscale residences feature premium materials, top-notch craftsmanship, and custom detailing throughout the interiors. Many of the apartment homes also provide residents with gorgeous unobstructed views of the Hudson River, Park or city. Your apartment should be a place you cannot wait to come home to! If you want to live in the UWS, you will love settling into The Ashley every day!The club-style way of living offers Ashley residents countless amenities right at their doorstep - the cornerstone being the 40,000 square foot Aldyn Athletic Club and Spa. This prestigious facility includes a 75-foot indoor pool, hot tub, 38-foot rock climbing wall, basketball and squash courts, personal training, bowling alley, and more!Your health and fitness goals can be realized by hitting the great outdoors, too. Just seconds from The Ashley you can set foot into Riverside Park South to find playing fields, plazas, courtyards, piers, and lush gardens. Central Park is nearby also for even more outdoor options.<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted David Guzman for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> ","Riverside Boulevard",40.7746,6914994,-73.9914,"d2e027bcef00307872c31ba83ca7766e",4900,"60 Riverside Boulevard","low"
"45",1,2,"0","2016-06-26 01:17:17","Newly Renovated Two Bedroom Apartment. High ceilings and lots of sunlight. Prime Location!**Currently being used as home office by tenant which explains what you see in the pictures. ","East 60th Street",40.7616,7217463,-73.9643,"18f688fa3d5006feb48785f2810f41b1",4600,"245 East 60th Street","low"
"46",1,0,"8b3dbd050145b12c738fc3264a0f30f2","2016-05-18 06:58:44","Kent Building in Brooklyn, NY offers all of the luxury and amenities found in a Manhattan high-rise including breathtaking waterfront views of Manhattan from beautiful oversized windows. Topped by a 14,000 square foot rooftop lounge, we also have a gaming room, a 3-hole putting green and a bi-level gym with a yoga studio and free weights. Our spacious homes offer black granite floor tiles and solid oak flooring, private balconies and soaking tubs. Modern kitchens feature Caesarstone countertops, stainless steel LG appliances, and custom-designed cabinetry. Our location in Williamsburg, near East River State Park, is close to dining, entertainment and shopping.<br /><br />AMENITIES:LivingAir ConditioningCeiling FansPrivate Patio/BalconySpacious closetsKitchenFrost Free RefrigeratorMicrowaveFully-equipped kitchenConvenienceHigh Speed Internet Access AvailableWasher/Dryer in UnitIndividual heat/AC controlsFeatures may vary by apartmentCommunityOutdoorPatio/BalconyLocationPublic TransportationCentral LocationClose to restaurants and shoppingParkingGarage and or Covered ParkingCommonClubhouse with Game roomConcierge ServiceElevatorFitness CenterPackage Service<br /><br /><br /><br /><p><a  website_redacted ","Kent Ave.",40.7182,7032227,-73.9639,"501b52559fd21b32808030a0f4fb1a26",2800,"175 Kent Ave.","low"
"47",3,4,"961d7c0b8e6228cd4c179b73815db126","2016-04-26 02:29:51","NO FEE! BREATHTAKING CUSTOM MIDTOWN WEST LUXURY FULL SERVICE ELEVATOR BUILDING. 24 HOUR DOORMAN CONCIERGES AT YOUR SERVICE. JUST STEPS TO WORLD CLASS FINE DINING, TRENDY SHOPPING AND FAMOUS MUSEUMS AND CENTRAL PARK.... MAKING THIS MIDTOWN WEST LOCATION IDEAL FOR YOUR NEXT HOME.<br /><br />THIS 4 BED ROOM 3 BATHROOM APARTMENT HAS FINELY FINISHED GRAND HERRINGBONE WOOD FLOORING, LAYERED SOUNDPROOF WINDOWS, ENGLISH OAK MOLDING THROUGHOUT, VERY HIGH CEILINGS. KITCHEN BOAST MOSAIC TILE BACKSLASH, COFFERED LIGHTING, STEEL VIKING 6 BURNING STOVE, STEEL MIELE DISHWASHERS. BATHROOMS COMPLETE THIS IMPRESSIVE APARTMENT WITH MABLE FLOORS, WHIRLPOOL JACUZZI TUBS AND CUSTOM VANITIES. THIS APARTMENT WILL NOT LAST. TAKE A LOOK BEFORE ITS TOO LATE.<br /><br />FOR AN EXCLUSIVE VIEWING CONTACT kagglemanager@renthop.com CALL/TEXT 501-606-3449<br /><br /><p><a  website_redacted ","7 Ave.",40.7639,6924577,-73.9808,"e6472c7237327dd3903b3d6f6a94515a",5800,"853 7 Ave.","medium"
"48",2,3,"aed67db466854ec2aa5d249a032bc401","2016-06-12 07:54:44","        Come home to this HUGE 3bed in a doorman, elevator building. Separate pass-through kitchen is well equipped with stainless steal appliances, full size gourmet stove, granite counter tops and recessed lighting. 2 Renovated bathrooms make life easier. This apartment is abundant with closets, making it simple to store all your things. If you are looking for LARGE NO FEE 3bed's in midtown east you have to put this one on your list! For a private viewing please do not hesitate to contact me. <br />(631-827-2301 -Ken","East 47th Street",40.753,7147825,-73.9695,"316f6031790fcce559594879e22fa9e6",5473,"301 East 47th Street","medium"
"49",1,1,"d9ecc11f7d634c492a93cbfaa310a71c","2016-05-20 05:50:34","Prime 80's UES 1 Bedroom Apartment in Luxury Doorman Building! Luxury Doorman Building in prime 80's of the Upper East Side, located just a few blocks away from the 4,5,6 86th and Lexington Ave express subway station, in a very quiet neighborhood with spectacular restaurants and bars. The building features a 24/7 doorman and a large laundry room.1 bedroom apartment, lots of natural sunlight with double exposure from the over-sized windows. Very spacious layout and lots of closet space. Brand new stainless steel appliances and granite counter-tops kitchen, absolutely amazing! Renovated bathroom with marble tiles! This unit won't last long, call today!!To schedule an exclusive viewing for this apartment contact Daniel Leibovich, Cell phone or Email<p><a  website_redacted ","East 82nd Street",40.7753,7043913,-73.954,"106d5613f7374214df94c720b8768657",2900,"240 East 82nd Street","low"
"50",1,0,"0","2016-05-26 01:37:15","Chelsea studio available for immediate move-in. Great neighborhood. ","West 25th Street",40.7478,7068070,-74.0008,"fb0f7c32dd8e72883397bb11f3591a63",2675,"400 West 25th Street","low"
"51",1,1,"369be03240d48eb978cf91570ecdf67f","2016-05-09 14:11:35","Bright 1 bed / 1 bath with large living area available for rent May 1st. This unit is just steps from Central Park and the subway. Close proximity to many great restaurants, bars, shopping, and museums.Video of apartment:  website_redacted Call/text/email Tom for a private showing: 501-606-3449 or kagglemanager@renthop.com","40 west 96th st",40.792,6986915,-73.9662,"e6472c7237327dd3903b3d6f6a94515a",2250,"40 west 96th st","low"
"52",1,1,"0","2016-05-05 01:22:26","his is a fully furnished one bedroom apartment in a brownstone building on a Tree-lined West Village Block. Spacious and bright Living Room, with finished hardwood floors. Apt. overlooks West 12th street. One Block to the Express Train. Steps to shops, eats and Equinox Gym. Call_Email_Text Corlie to view immediately! ","West 12th Street",40.7378,6965877,-74.0023,"cd09aa544eac5586ed23e687695887cb",3800,"239 West 12th Street","low"
"53",1,0,"12c15850b21863e946e02808b730ca9c","2016-05-23 22:58:22","Amazing location in the East Village! Steps from St. Marks place/ Tompkins Square Park just two blocks away! Close to NYU campus! Won't last!Bright studio apartment available for rent on a tree-lined block in East Village! Located on East 5th street between Avenue A/B, this walk-up building is convenient to the F,L,6,N,R trains, only few blocks to St. Marks place, plenty of shops, restaurants, bars, and cafes around the East Village neighborhood and Lower East Side have to offer, and Tompkins Square Park is also close by! The apartment has bright exposures, an updated kitchen and hardwood floors! Available June 1st!Contact me today to see this apartment or any other rental in the Citi Habitats database. Let me help you find your next home!","East 5th Street & Avenue A/B",40.7243,7056359,-73.9835,"e6472c7237327dd3903b3d6f6a94515a",2200,"518 East 5th Street","low"
"54",1,1,"0","2016-04-08 06:19:35","This is a Great Opportunity to Rent a Superb One Bedroom in the East Village, Just Steps from Outstanding Restaurants, Bars, Union Square Park, and Greenwich Village.Amenities Include: Gym, Children's Playroom, Library, Community Center, Basketball Courts, Parking, Storage, Green Market, and an Event Space.For a Showing, Contact David at: 625-433-0237, or by Email at: kagglemanager@renthop.com Thanks!<br /><br /><br /><br /><br /><br /><p><a  website_redacted ","1st Avenue",40.7317,6845254,-73.9821,"fa0e15022a76c748bbc5e1f420439921",3275,"252 1st Avenue","low"
"55",1,1,"d5f0baa9291f0a7160605019929b288d","2016-06-02 02:45:41","| | -=Impressive Luxury Building=- | | -=24/7 Doorman=- | | -=Concierge=- | | -=HQ Resident Lounge=- | | -=Zen-Garden=- | | -=Valet=- | | -=Billiards, Screening Room, Terrace=- | | -=Bicycle Room=- | | -=Furnished Sun-Roof=- | | -=HQ Fitness Center=- | | -=Laundry=- | | -=Transportation : [A|C|E] [1|2|3] [N|Q|R] [B|D|F|M] & More !=- |<br /><br />| -=HQ HUGE 1 Bedroom=- | | -=Big Windows=- | | -=Fully Equipped S/S Granite Kitchen=- | | -=RARE VIEWS=- | | -=Large Marble Bath's=- | | -=XXL Storage Space=- | | -=Smooth Hardwood Floors=- | | -=Can Be Converted to 2 BR=- | |<br /><br />||| -=For Any Further Information Call\Text\Email Me Anytime 24/7=- |||**-=Idan Elimeleh : 964-489-7239=-**||| -=kagglemanager@renthop.com=- |||<br /><br /><p><a  website_redacted ","W 43 St.",40.7585,7096321,-73.9913,"4159dc0053e9c2ef4d425fa5bea5acd1",3300,"350 W 43 St.","medium"
"56",1,2,"901c2202639455decb51f3224fa68a58","2016-04-12 02:39:25","--NO FEE-- 1 BEDROOM - CONVERTIBLE 2. HIGH FLOOR WITH FLOOR TO CEILINGS WINDOWS!! MASSIVE LIVING SPACE, ALL BRAND NEW! BEAUTIFUL RENOVATION! GRANITE OPEN KITCHEN WITH STAINLESS STEEL APPLIANCES, DISHWASHER AND MICROWAVE, KING SIZE BEDROOM, FULL MARBLE BATH, LOTS OF CLOSETS AND GREAT SUN EXPOSURE!<br /><br />LUXURY BUILDING: STUNNING LOBBY, 24/7 DOORMAN, FULLY EQUIPPED FITNESS CENTER, LAUNDRY FACILITY, FREE SHUTTLE TO COLUMBUS AND MORE!<br /><br />LOCATED IN A PRIME LOCATION! RIGHT BETWEEN THE UWS AND MIDTOWN WEST! CLOSE TO EVERYTHING!RENT SHOWN IS NET EFFECTIVE.<br /><br />PLEASE TEXT, EMAIL OR CALL ME AT YOUR EARLIEST CONVENIENCE FOR ADDITIONAL QUESTIONS. I'LL BE MORE THAN HAPPY TO HELP!<p><a  website_redacted ","Wea",40.7733,6858059,-73.9902,"3d61dc38744a7f36140c27520060db59",2950,"33 Wea","medium"
"57",1,2,"84cc5162e5db785ec6d9bb4776b8250d","2016-04-05 04:35:35","<p><a  website_redacted ","Christopher Street",40.7337,6825169,-74.0034,"f07272f8ceb99db4c1a7cbbd9ae7b75b",4525,"77 Christopher Street","medium"
"58",1,0,"0","2016-04-10 01:12:54","Now showing huge studio apartment in great upper west side location! This massive studio is in an elevator building and features a separate kitchen complete with a dishwasher and microwave, great cabinet space, an entry foyer, large windows, great natural light, spacious bathroom with good storage, hardwood floors, high ceilings, and an A/C. This is a massive space for a great price in an amazing location! To see this listing contact me today! ","West 87th Street",40.7894,6850744,-73.9764,"59a58861ba88a30b24b5ea27350b891a",2350,"265 West 87th Street","low"
